Technician,Location,from,to
Staff 35,"26.156,7.148","9/7/2022, 9:00:01 PM","9/7/2022, 9:00:01 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:00:01 PM","9/7/2022, 9:00:11 PM"
Staff 35,"26.133,7.118","9/7/2022, 9:00:11 PM","9/7/2022, 9:00:12 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:00:12 PM","9/7/2022, 9:00:50 PM"
Staff 35,"26.02,7.26","9/7/2022, 9:00:50 PM","9/7/2022, 9:00:51 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:00:51 PM","9/7/2022, 9:01:17 PM"
Staff 35,"26.155,7.105","9/7/2022, 9:01:17 PM","9/7/2022, 9:01:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:01:18 PM","9/7/2022, 9:01:24 PM"
Staff 35,"26.177,7.135","9/7/2022, 9:01:24 PM","9/7/2022, 9:01:26 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:01:26 PM","9/7/2022, 9:02:38 PM"
Staff 35,"26.119,7.125","9/7/2022, 9:02:38 PM","9/7/2022, 9:02:39 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:02:39 PM","9/7/2022, 9:02:48 PM"
Staff 35,"26.166,7.148","9/7/2022, 9:02:48 PM","9/7/2022, 9:02:49 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:02:49 PM","9/7/2022, 9:03:32 PM"
Staff 35,"26.114,7.144","9/7/2022, 9:03:32 PM","9/7/2022, 9:03:33 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:03:33 PM","9/7/2022, 9:03:40 PM"
Staff 35,"26.142,7.156","9/7/2022, 9:03:40 PM","9/7/2022, 9:03:43 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:03:43 PM","9/7/2022, 9:03:51 PM"
Staff 35,"25.993,7.307","9/7/2022, 9:03:51 PM","9/7/2022, 9:03:52 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:03:52 PM","9/7/2022, 9:04:51 PM"
Staff 35,"26.152,7.103","9/7/2022, 9:04:51 PM","9/7/2022, 9:04:51 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:04:51 PM","9/7/2022, 9:05:03 PM"
Staff 35,"26.153,7.129","9/7/2022, 9:05:03 PM","9/7/2022, 9:05:04 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:05:04 PM","9/7/2022, 9:05:10 PM"
Staff 35,"26.15,7.154","9/7/2022, 9:05:10 PM","9/7/2022, 9:05:11 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:05:11 PM","9/7/2022, 9:07:02 PM"
Staff 35,"26.061,7.249","9/7/2022, 9:07:02 PM","9/7/2022, 9:07:03 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:07:03 PM","9/7/2022, 9:07:40 PM"
Staff 35,"26.153,7.108","9/7/2022, 9:07:40 PM","9/7/2022, 9:07:40 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:07:40 PM","9/7/2022, 9:08:12 PM"
Staff 35,"26.153,7.143","9/7/2022, 9:08:12 PM","9/7/2022, 9:08:13 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:08:13 PM","9/7/2022, 9:09:27 PM"
Staff 35,"26.165,7.133","9/7/2022, 9:09:27 PM","9/7/2022, 9:09:28 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:09:28 PM","9/7/2022, 9:09:31 PM"
Staff 35,"26.145,7.098","9/7/2022, 9:09:31 PM","9/7/2022, 9:09:32 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:09:32 PM","9/7/2022, 9:09:50 PM"
Staff 35,"26.138,7.158","9/7/2022, 9:09:50 PM","9/7/2022, 9:09:50 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:09:50 PM","9/7/2022, 9:10:27 PM"
Staff 35,"26.156,7.117","9/7/2022, 9:10:27 PM","9/7/2022, 9:10:28 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:10:28 PM","9/7/2022, 9:10:30 PM"
Staff 35,"26.156,7.092","9/7/2022, 9:10:30 PM","9/7/2022, 9:10:31 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:10:31 PM","9/7/2022, 9:10:54 PM"
Staff 35,"26.07,7.202","9/7/2022, 9:10:54 PM","9/7/2022, 9:10:55 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:10:55 PM","9/7/2022, 9:11:03 PM"
Staff 35,"26.062,7.25","9/7/2022, 9:11:03 PM","9/7/2022, 9:11:03 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:11:03 PM","9/7/2022, 9:11:21 PM"
Staff 35,"26.146,7.172","9/7/2022, 9:11:21 PM","9/7/2022, 9:11:22 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:11:22 PM","9/7/2022, 9:11:43 PM"
Staff 35,"26.172,7.127","9/7/2022, 9:11:43 PM","9/7/2022, 9:11:44 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:11:44 PM","9/7/2022, 9:11:53 PM"
Staff 35,"26.163,7.158","9/7/2022, 9:11:53 PM","9/7/2022, 9:11:53 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:11:53 PM","9/7/2022, 9:12:05 PM"
Staff 35,"26.177,7.135","9/7/2022, 9:12:05 PM","9/7/2022, 9:12:05 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:05 PM","9/7/2022, 9:12:18 PM"
Staff 35,"26.173,7.135","9/7/2022, 9:12:18 PM","9/7/2022, 9:12:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:18 PM","9/7/2022, 9:12:23 PM"
Staff 35,"26.173,7.109","9/7/2022, 9:12:23 PM","9/7/2022, 9:12:23 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:23 PM","9/7/2022, 9:12:26 PM"
Staff 35,"26.17,7.097","9/7/2022, 9:12:26 PM","9/7/2022, 9:12:27 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:27 PM","9/7/2022, 9:12:29 PM"
Staff 35,"26.024,7.252","9/7/2022, 9:12:29 PM","9/7/2022, 9:12:30 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:30 PM","9/7/2022, 9:12:42 PM"
Staff 35,"26.138,7.146","9/7/2022, 9:12:42 PM","9/7/2022, 9:12:43 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:12:43 PM","9/7/2022, 9:14:16 PM"
Staff 35,"26.152,7.159","9/7/2022, 9:14:16 PM","9/7/2022, 9:14:17 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:14:17 PM","9/7/2022, 9:14:24 PM"
Staff 35,"26.172,7.095","9/7/2022, 9:14:24 PM","9/7/2022, 9:14:24 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:14:24 PM","9/7/2022, 9:15:15 PM"
Staff 35,"26.168,7.142","9/7/2022, 9:15:15 PM","9/7/2022, 9:15:15 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:15:15 PM","9/7/2022, 9:15:30 PM"
Staff 35,"26.174,7.109","9/7/2022, 9:15:30 PM","9/7/2022, 9:15:30 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:15:30 PM","9/7/2022, 9:15:55 PM"
Staff 35,"26.158,7.13","9/7/2022, 9:15:55 PM","9/7/2022, 9:15:56 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:15:56 PM","9/7/2022, 9:16:32 PM"
Staff 35,"26.141,7.157","9/7/2022, 9:16:32 PM","9/7/2022, 9:16:33 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:16:33 PM","9/7/2022, 9:17:04 PM"
Staff 35,"26.136,7.128","9/7/2022, 9:17:04 PM","9/7/2022, 9:17:05 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:17:05 PM","9/7/2022, 9:17:14 PM"
Staff 35,"26.161,7.124","9/7/2022, 9:17:14 PM","9/7/2022, 9:17:15 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:17:15 PM","9/7/2022, 9:17:17 PM"
Staff 35,"26.126,7.182","9/7/2022, 9:17:17 PM","9/7/2022, 9:17:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:17:18 PM","9/7/2022, 9:17:41 PM"
Staff 35,"26.137,7.122","9/7/2022, 9:17:41 PM","9/7/2022, 9:17:42 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:17:42 PM","9/7/2022, 9:18:23 PM"
Staff 35,"26.15,7.142","9/7/2022, 9:18:23 PM","9/7/2022, 9:18:24 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:18:24 PM","9/7/2022, 9:18:50 PM"
Staff 35,"26.157,7.083","9/7/2022, 9:18:50 PM","9/7/2022, 9:18:51 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:18:51 PM","9/7/2022, 9:19:02 PM"
Staff 35,"26.135,7.195","9/7/2022, 9:19:02 PM","9/7/2022, 9:19:03 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:19:03 PM","9/7/2022, 9:19:34 PM"
Staff 35,"26.061,7.173","9/7/2022, 9:19:34 PM","9/7/2022, 9:19:34 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:19:34 PM","9/7/2022, 9:20:02 PM"
Staff 35,"26.042,7.233","9/7/2022, 9:20:02 PM","9/7/2022, 9:20:03 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:20:03 PM","9/7/2022, 9:20:07 PM"
Staff 35,"26.165,7.106","9/7/2022, 9:20:07 PM","9/7/2022, 9:20:08 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:20:08 PM","9/7/2022, 9:20:17 PM"
Staff 35,"26.158,7.123","9/7/2022, 9:20:17 PM","9/7/2022, 9:20:17 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:20:17 PM","9/7/2022, 9:20:28 PM"
Staff 35,"26.145,7.181","9/7/2022, 9:20:28 PM","9/7/2022, 9:20:28 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:20:28 PM","9/7/2022, 9:21:28 PM"
Staff 35,"26.161,7.117","9/7/2022, 9:21:28 PM","9/7/2022, 9:21:29 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:21:29 PM","9/7/2022, 9:21:34 PM"
Staff 35,"26.125,7.092","9/7/2022, 9:21:34 PM","9/7/2022, 9:21:34 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:21:34 PM","9/7/2022, 9:22:26 PM"
Staff 35,"26.153,7.13","9/7/2022, 9:22:26 PM","9/7/2022, 9:22:28 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:22:28 PM","9/7/2022, 9:22:40 PM"
Staff 35,"26.143,7.15","9/7/2022, 9:22:40 PM","9/7/2022, 9:22:40 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:22:40 PM","9/7/2022, 9:23:07 PM"
Staff 35,"26.154,7.156","9/7/2022, 9:23:07 PM","9/7/2022, 9:23:09 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:23:09 PM","9/7/2022, 9:23:10 PM"
Staff 35,"26.142,7.127","9/7/2022, 9:23:10 PM","9/7/2022, 9:23:11 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:23:11 PM","9/7/2022, 9:23:17 PM"
Staff 35,"26.159,7.13","9/7/2022, 9:23:17 PM","9/7/2022, 9:23:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:23:18 PM","9/7/2022, 9:24:35 PM"
Staff 35,"26.151,7.14","9/7/2022, 9:24:35 PM","9/7/2022, 9:24:36 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:24:36 PM","9/7/2022, 9:24:55 PM"
Staff 35,"26.154,7.153","9/7/2022, 9:24:55 PM","9/7/2022, 9:24:56 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:24:56 PM","9/7/2022, 9:25:22 PM"
Staff 35,"26.161,7.089","9/7/2022, 9:25:22 PM","9/7/2022, 9:25:22 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:25:22 PM","9/7/2022, 9:25:53 PM"
Staff 35,"26.156,7.155","9/7/2022, 9:25:53 PM","9/7/2022, 9:25:54 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:25:54 PM","9/7/2022, 9:27:00 PM"
Staff 35,"26.104,7.168","9/7/2022, 9:27:00 PM","9/7/2022, 9:27:01 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:27:01 PM","9/7/2022, 9:27:04 PM"
Staff 35,"26.101,7.134","9/7/2022, 9:27:04 PM","9/7/2022, 9:27:05 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:27:05 PM","9/7/2022, 9:27:21 PM"
Staff 35,"26.146,7.121","9/7/2022, 9:27:21 PM","9/7/2022, 9:27:21 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:27:21 PM","9/7/2022, 9:28:07 PM"
Staff 35,"26.029,7.246","9/7/2022, 9:28:07 PM","9/7/2022, 9:28:09 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:28:09 PM","9/7/2022, 9:28:35 PM"
Staff 35,"26.164,7.133","9/7/2022, 9:28:35 PM","9/7/2022, 9:28:37 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:28:37 PM","9/7/2022, 9:28:53 PM"
Staff 35,"26.146,7.141","9/7/2022, 9:28:53 PM","9/7/2022, 9:28:53 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:28:53 PM","9/7/2022, 9:29:06 PM"
Staff 35,"26.127,7.131","9/7/2022, 9:29:06 PM","9/7/2022, 9:29:07 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:07 PM","9/7/2022, 9:29:22 PM"
Staff 35,"26.156,7.122","9/7/2022, 9:29:22 PM","9/7/2022, 9:29:23 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:23 PM","9/7/2022, 9:29:25 PM"
Staff 35,"26.063,7.16","9/7/2022, 9:29:25 PM","9/7/2022, 9:29:25 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:25 PM","9/7/2022, 9:29:39 PM"
Staff 35,"26.124,7.121","9/7/2022, 9:29:39 PM","9/7/2022, 9:29:39 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:39 PM","9/7/2022, 9:29:42 PM"
Staff 35,"26.137,7.163","9/7/2022, 9:29:42 PM","9/7/2022, 9:29:42 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:42 PM","9/7/2022, 9:29:47 PM"
Staff 35,"26.158,7.151","9/7/2022, 9:29:47 PM","9/7/2022, 9:29:48 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:29:48 PM","9/7/2022, 9:30:00 PM"
Staff 35,"26.106,7.12","9/7/2022, 9:30:00 PM","9/7/2022, 9:30:00 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:30:00 PM","9/7/2022, 9:30:32 PM"
Staff 35,"26.079,7.169","9/7/2022, 9:30:32 PM","9/7/2022, 9:30:33 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:30:33 PM","9/7/2022, 9:31:44 PM"
Staff 35,"26.046,7.212","9/7/2022, 9:31:44 PM","9/7/2022, 9:31:45 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:31:45 PM","9/7/2022, 9:32:15 PM"
Staff 35,"26.125,7.161","9/7/2022, 9:32:15 PM","9/7/2022, 9:32:16 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:32:16 PM","9/7/2022, 9:32:19 PM"
Staff 35,"26.164,7.111","9/7/2022, 9:32:19 PM","9/7/2022, 9:32:20 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:32:20 PM","9/7/2022, 9:32:30 PM"
Staff 35,"26.156,7.16","9/7/2022, 9:32:30 PM","9/7/2022, 9:32:31 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:32:31 PM","9/7/2022, 9:32:34 PM"
Staff 35,"26.09,7.215","9/7/2022, 9:32:34 PM","9/7/2022, 9:32:35 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:32:35 PM","9/7/2022, 9:32:51 PM"
Staff 35,"26.135,7.111","9/7/2022, 9:32:51 PM","9/7/2022, 9:32:51 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:32:51 PM","9/7/2022, 9:33:04 PM"
Staff 35,"26.159,7.115","9/7/2022, 9:33:04 PM","9/7/2022, 9:33:05 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:33:05 PM","9/7/2022, 9:33:23 PM"
Staff 35,"26.155,7.105","9/7/2022, 9:33:23 PM","9/7/2022, 9:33:23 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:33:23 PM","9/7/2022, 9:33:28 PM"
Staff 35,"26.024,7.267","9/7/2022, 9:33:28 PM","9/7/2022, 9:33:28 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:33:28 PM","9/7/2022, 9:33:57 PM"
Staff 35,"26.183,7.108","9/7/2022, 9:33:57 PM","9/7/2022, 9:33:57 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:33:57 PM","9/7/2022, 9:34:35 PM"
Staff 35,"26.156,7.141","9/7/2022, 9:34:35 PM","9/7/2022, 9:34:37 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:34:37 PM","9/7/2022, 9:35:09 PM"
Staff 35,"26.136,7.116","9/7/2022, 9:35:09 PM","9/7/2022, 9:35:09 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:35:09 PM","9/7/2022, 9:35:37 PM"
Staff 35,"26.163,7.13","9/7/2022, 9:35:37 PM","9/7/2022, 9:35:37 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:35:37 PM","9/7/2022, 9:36:08 PM"
Staff 35,"26.125,7.13","9/7/2022, 9:36:08 PM","9/7/2022, 9:36:09 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:36:09 PM","9/7/2022, 9:36:14 PM"
Staff 35,"26.116,7.145","9/7/2022, 9:36:14 PM","9/7/2022, 9:36:14 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:36:14 PM","9/7/2022, 9:36:40 PM"
Staff 35,"26.106,7.122","9/7/2022, 9:36:40 PM","9/7/2022, 9:36:40 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:36:40 PM","9/7/2022, 9:37:17 PM"
Staff 35,"26.179,7.058","9/7/2022, 9:37:17 PM","9/7/2022, 9:37:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:37:18 PM","9/7/2022, 9:37:23 PM"
Staff 35,"26.159,7.15","9/7/2022, 9:37:23 PM","9/7/2022, 9:37:24 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:37:24 PM","9/7/2022, 9:38:06 PM"
Staff 35,"26.136,7.105","9/7/2022, 9:38:06 PM","9/7/2022, 9:38:07 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:07 PM","9/7/2022, 9:38:13 PM"
Staff 35,"26.156,7.092","9/7/2022, 9:38:13 PM","9/7/2022, 9:38:13 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:13 PM","9/7/2022, 9:38:25 PM"
Staff 35,"26.146,7.136","9/7/2022, 9:38:25 PM","9/7/2022, 9:38:26 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:26 PM","9/7/2022, 9:38:40 PM"
Staff 35,"26.149,7.172","9/7/2022, 9:38:40 PM","9/7/2022, 9:38:41 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:41 PM","9/7/2022, 9:38:49 PM"
Staff 35,"26.171,7.126","9/7/2022, 9:38:49 PM","9/7/2022, 9:38:49 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:49 PM","9/7/2022, 9:38:56 PM"
Staff 35,"26.172,7.151","9/7/2022, 9:38:56 PM","9/7/2022, 9:38:57 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:38:57 PM","9/7/2022, 9:39:16 PM"
Staff 35,"26.107,7.164","9/7/2022, 9:39:16 PM","9/7/2022, 9:39:17 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:39:17 PM","9/7/2022, 9:39:34 PM"
Staff 35,"26.162,7.114","9/7/2022, 9:39:34 PM","9/7/2022, 9:39:35 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:39:35 PM","9/7/2022, 9:39:45 PM"
Staff 35,"26.151,7.137","9/7/2022, 9:39:45 PM","9/7/2022, 9:39:46 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:39:46 PM","9/7/2022, 9:40:37 PM"
Staff 35,"26.028,7.279","9/7/2022, 9:40:37 PM","9/7/2022, 9:40:38 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:40:38 PM","9/7/2022, 9:40:50 PM"
Staff 35,"26.154,7.128","9/7/2022, 9:40:50 PM","9/7/2022, 9:40:50 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:40:50 PM","9/7/2022, 9:41:37 PM"
Staff 35,"26.151,7.141","9/7/2022, 9:41:37 PM","9/7/2022, 9:41:39 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:41:39 PM","9/7/2022, 9:41:45 PM"
Staff 35,"26.154,7.112","9/7/2022, 9:41:45 PM","9/7/2022, 9:41:47 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:41:47 PM","9/7/2022, 9:41:56 PM"
Staff 35,"26.168,7.113","9/7/2022, 9:41:56 PM","9/7/2022, 9:41:56 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:41:56 PM","9/7/2022, 9:42:15 PM"
Staff 35,"26.136,7.14","9/7/2022, 9:42:15 PM","9/7/2022, 9:42:15 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:42:15 PM","9/7/2022, 9:43:09 PM"
Staff 35,"26.164,7.141","9/7/2022, 9:43:09 PM","9/7/2022, 9:43:09 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:43:09 PM","9/7/2022, 9:43:33 PM"
Staff 35,"26.129,7.175","9/7/2022, 9:43:33 PM","9/7/2022, 9:43:34 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:43:34 PM","9/7/2022, 9:43:47 PM"
Staff 35,"26.136,7.149","9/7/2022, 9:43:47 PM","9/7/2022, 9:43:48 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:43:48 PM","9/7/2022, 9:43:51 PM"
Staff 35,"26.157,7.134","9/7/2022, 9:43:51 PM","9/7/2022, 9:43:52 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:43:52 PM","9/7/2022, 9:44:24 PM"
Staff 35,"26.115,7.186","9/7/2022, 9:44:24 PM","9/7/2022, 9:44:25 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:44:25 PM","9/7/2022, 9:45:25 PM"
Staff 35,"26.027,7.248","9/7/2022, 9:45:25 PM","9/7/2022, 9:45:26 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:45:26 PM","9/7/2022, 9:45:48 PM"
Staff 35,"26.086,7.155","9/7/2022, 9:45:48 PM","9/7/2022, 9:45:49 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:45:49 PM","9/7/2022, 9:46:36 PM"
Staff 35,"26.141,7.152","9/7/2022, 9:46:36 PM","9/7/2022, 9:46:37 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:46:37 PM","9/7/2022, 9:46:42 PM"
Staff 35,"26.167,7.117","9/7/2022, 9:46:42 PM","9/7/2022, 9:46:43 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:46:43 PM","9/7/2022, 9:46:57 PM"
Staff 35,"26.066,7.193","9/7/2022, 9:46:57 PM","9/7/2022, 9:46:58 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:46:58 PM","9/7/2022, 9:47:04 PM"
Staff 35,"26.073,7.2","9/7/2022, 9:47:04 PM","9/7/2022, 9:47:04 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:47:04 PM","9/7/2022, 9:47:42 PM"
Staff 35,"26.179,7.114","9/7/2022, 9:47:42 PM","9/7/2022, 9:47:42 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:47:42 PM","9/7/2022, 9:48:39 PM"
Staff 35,"26.136,7.205","9/7/2022, 9:48:39 PM","9/7/2022, 9:48:42 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:48:42 PM","9/7/2022, 9:49:16 PM"
Staff 35,"26.168,7.113","9/7/2022, 9:49:16 PM","9/7/2022, 9:49:16 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:49:16 PM","9/7/2022, 9:49:22 PM"
Staff 35,"26.116,7.163","9/7/2022, 9:49:22 PM","9/7/2022, 9:49:22 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:49:22 PM","9/7/2022, 9:49:36 PM"
Staff 35,"26.159,7.11","9/7/2022, 9:49:36 PM","9/7/2022, 9:49:36 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:49:36 PM","9/7/2022, 9:49:47 PM"
Staff 35,"26.11,7.153","9/7/2022, 9:49:47 PM","9/7/2022, 9:49:47 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:49:47 PM","9/7/2022, 9:49:54 PM"
Staff 35,"26.13,7.109","9/7/2022, 9:49:54 PM","9/7/2022, 9:49:54 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:49:54 PM","9/7/2022, 9:51:18 PM"
Staff 35,"26.196,7.08","9/7/2022, 9:51:18 PM","9/7/2022, 9:51:19 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:51:19 PM","9/7/2022, 9:51:20 PM"
Staff 35,"26.075,7.233","9/7/2022, 9:51:20 PM","9/7/2022, 9:51:21 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:51:21 PM","9/7/2022, 9:51:26 PM"
Staff 35,"26.164,7.116","9/7/2022, 9:51:26 PM","9/7/2022, 9:51:26 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:51:26 PM","9/7/2022, 9:51:37 PM"
Staff 35,"26.156,7.145","9/7/2022, 9:51:37 PM","9/7/2022, 9:51:37 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:51:37 PM","9/7/2022, 9:51:57 PM"
Staff 35,"26.157,7.126","9/7/2022, 9:51:57 PM","9/7/2022, 9:51:58 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:51:58 PM","9/7/2022, 9:52:02 PM"
Staff 35,"26.075,7.168","9/7/2022, 9:52:02 PM","9/7/2022, 9:52:02 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:52:02 PM","9/7/2022, 9:52:34 PM"
Staff 35,"26.024,7.264","9/7/2022, 9:52:34 PM","9/7/2022, 9:52:35 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:52:35 PM","9/7/2022, 9:52:39 PM"
Staff 35,"26.031,7.221","9/7/2022, 9:52:39 PM","9/7/2022, 9:52:39 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:52:39 PM","9/7/2022, 9:53:02 PM"
Staff 35,"26.154,7.109","9/7/2022, 9:53:02 PM","9/7/2022, 9:53:02 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:53:02 PM","9/7/2022, 9:53:17 PM"
Staff 35,"26.136,7.175","9/7/2022, 9:53:17 PM","9/7/2022, 9:53:18 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:53:18 PM","9/7/2022, 9:53:22 PM"
Staff 35,"26.16,7.12","9/7/2022, 9:53:22 PM","9/7/2022, 9:53:23 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:53:23 PM","9/7/2022, 9:54:40 PM"
Staff 35,"26.069,7.226","9/7/2022, 9:54:40 PM","9/7/2022, 9:54:40 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:54:40 PM","9/7/2022, 9:55:09 PM"
Staff 35,"26.171,7.123","9/7/2022, 9:55:09 PM","9/7/2022, 9:55:10 PM"
Staff 35,"25.961,6.128","9/7/2022, 9:55:10 PM","9/7/2022, 9:55:15 PM"
Staff 35,"26.151,7.17","9/7/2022, 9:55:15 PM","9/7/2022, 9:55:17 PM"
