Technician,Location,from,to
Staff 19,"15.418,17.981","9/18/2022, 6:53:28 PM","9/18/2022, 6:53:31 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:53:31 PM","9/18/2022, 6:54:21 PM"
Staff 19,"15.481,17.943","9/18/2022, 6:54:21 PM","9/18/2022, 6:54:27 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:54:27 PM","9/18/2022, 6:54:34 PM"
Staff 19,"15.346,17.946","9/18/2022, 6:54:34 PM","9/18/2022, 6:54:36 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:54:36 PM","9/18/2022, 6:54:46 PM"
Staff 19,"15.455,18.024","9/18/2022, 6:54:46 PM","9/18/2022, 6:54:49 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:54:49 PM","9/18/2022, 6:54:51 PM"
Staff 19,"15.406,17.928","9/18/2022, 6:54:51 PM","9/18/2022, 6:55:16 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:55:16 PM","9/18/2022, 6:55:18 PM"
Staff 19,"15.487,18.039","9/18/2022, 6:55:18 PM","9/18/2022, 6:55:27 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:55:27 PM","9/18/2022, 6:55:49 PM"
Staff 19,"14.086,16.923","9/18/2022, 6:55:49 PM","9/18/2022, 6:55:57 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:55:57 PM","9/18/2022, 6:56:11 PM"
Staff 19,"15.466,17.955","9/18/2022, 6:56:11 PM","9/18/2022, 6:56:14 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:56:14 PM","9/18/2022, 6:56:16 PM"
Staff 19,"15.493,17.946","9/18/2022, 6:56:16 PM","9/18/2022, 6:56:17 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:56:17 PM","9/18/2022, 6:56:18 PM"
Staff 19,"15.47,17.933","9/18/2022, 6:56:18 PM","9/18/2022, 6:56:19 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:56:19 PM","9/18/2022, 6:57:11 PM"
Staff 19,"15.44,17.937","9/18/2022, 6:57:11 PM","9/18/2022, 6:57:13 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:57:13 PM","9/18/2022, 6:57:16 PM"
Staff 19,"15.372,17.974","9/18/2022, 6:57:16 PM","9/18/2022, 6:57:27 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:57:27 PM","9/18/2022, 6:58:11 PM"
Staff 19,"15.54,17.991","9/18/2022, 6:58:11 PM","9/18/2022, 6:58:13 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:58:13 PM","9/18/2022, 6:59:03 PM"
Staff 19,"15.418,18.012","9/18/2022, 6:59:03 PM","9/18/2022, 6:59:05 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:59:05 PM","9/18/2022, 6:59:45 PM"
Staff 19,"15.449,17.961","9/18/2022, 6:59:45 PM","9/18/2022, 6:59:47 PM"
Staff 19,"15.486,16.923","9/18/2022, 6:59:47 PM","9/18/2022, 6:59:58 PM"
Staff 19,"15.455,17.959","9/18/2022, 6:59:58 PM","9/18/2022, 7:00:18 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:00:18 PM","9/18/2022, 7:00:22 PM"
Staff 19,"15.547,18.049","9/18/2022, 7:00:22 PM","9/18/2022, 7:00:54 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:00:54 PM","9/18/2022, 7:01:28 PM"
Staff 19,"15.452,17.98","9/18/2022, 7:01:28 PM","9/18/2022, 7:01:32 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:01:32 PM","9/18/2022, 7:01:36 PM"
Staff 19,"15.445,18.044","9/18/2022, 7:01:36 PM","9/18/2022, 7:01:38 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:01:38 PM","9/18/2022, 7:01:46 PM"
Staff 19,"15.405,17.94","9/18/2022, 7:01:46 PM","9/18/2022, 7:01:46 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:01:46 PM","9/18/2022, 7:01:49 PM"
Staff 19,"15.398,17.922","9/18/2022, 7:01:49 PM","9/18/2022, 7:01:51 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:01:51 PM","9/18/2022, 7:01:52 PM"
Staff 19,"15.476,17.961","9/18/2022, 7:01:52 PM","9/18/2022, 7:01:58 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:01:58 PM","9/18/2022, 7:02:12 PM"
Staff 19,"15.557,17.973","9/18/2022, 7:02:12 PM","9/18/2022, 7:02:16 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:02:16 PM","9/18/2022, 7:02:37 PM"
Staff 19,"15.454,17.995","9/18/2022, 7:02:37 PM","9/18/2022, 7:02:50 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:02:50 PM","9/18/2022, 7:03:22 PM"
Staff 19,"15.426,17.929","9/18/2022, 7:03:22 PM","9/18/2022, 7:03:23 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:03:23 PM","9/18/2022, 7:03:31 PM"
Staff 19,"15.437,17.912","9/18/2022, 7:03:31 PM","9/18/2022, 7:03:31 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:03:31 PM","9/18/2022, 7:03:41 PM"
Staff 19,"15.432,17.954","9/18/2022, 7:03:41 PM","9/18/2022, 7:04:06 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:04:06 PM","9/18/2022, 7:04:51 PM"
Staff 19,"15.391,17.949","9/18/2022, 7:04:51 PM","9/18/2022, 7:04:58 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:04:58 PM","9/18/2022, 7:05:01 PM"
Staff 19,"15.513,17.932","9/18/2022, 7:05:01 PM","9/18/2022, 7:05:09 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:05:09 PM","9/18/2022, 7:05:14 PM"
Staff 19,"15.41,18.004","9/18/2022, 7:05:14 PM","9/18/2022, 7:05:20 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:05:20 PM","9/18/2022, 7:05:27 PM"
Staff 19,"15.409,17.959","9/18/2022, 7:05:27 PM","9/18/2022, 7:05:30 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:05:30 PM","9/18/2022, 7:05:35 PM"
Staff 19,"15.479,18.025","9/18/2022, 7:05:35 PM","9/18/2022, 7:05:40 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:05:40 PM","9/18/2022, 7:05:42 PM"
Staff 19,"15.528,17.973","9/18/2022, 7:05:42 PM","9/18/2022, 7:06:21 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:06:21 PM","9/18/2022, 7:06:27 PM"
Staff 19,"15.437,17.996","9/18/2022, 7:06:27 PM","9/18/2022, 7:06:33 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:06:33 PM","9/18/2022, 7:06:36 PM"
Staff 19,"15.491,17.965","9/18/2022, 7:06:36 PM","9/18/2022, 7:06:50 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:06:50 PM","9/18/2022, 7:07:01 PM"
Staff 19,"15.452,18.006","9/18/2022, 7:07:01 PM","9/18/2022, 7:07:03 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:03 PM","9/18/2022, 7:07:06 PM"
Staff 19,"15.499,17.929","9/18/2022, 7:07:06 PM","9/18/2022, 7:07:07 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:07 PM","9/18/2022, 7:07:08 PM"
Staff 19,"15.478,17.959","9/18/2022, 7:07:08 PM","9/18/2022, 7:07:23 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:23 PM","9/18/2022, 7:07:24 PM"
Staff 19,"15.519,17.967","9/18/2022, 7:07:24 PM","9/18/2022, 7:07:48 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:48 PM","9/18/2022, 7:07:50 PM"
Staff 19,"15.556,18.048","9/18/2022, 7:07:50 PM","9/18/2022, 7:07:53 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:53 PM","9/18/2022, 7:07:56 PM"
Staff 19,"15.46,17.953","9/18/2022, 7:07:56 PM","9/18/2022, 7:07:59 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:07:59 PM","9/18/2022, 7:08:00 PM"
Staff 19,"15.515,18.014","9/18/2022, 7:08:00 PM","9/18/2022, 7:08:13 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:08:13 PM","9/18/2022, 7:08:45 PM"
Staff 19,"15.478,17.997","9/18/2022, 7:08:45 PM","9/18/2022, 7:08:52 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:08:52 PM","9/18/2022, 7:09:08 PM"
Staff 19,"15.491,17.969","9/18/2022, 7:09:08 PM","9/18/2022, 7:09:11 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:09:11 PM","9/18/2022, 7:09:15 PM"
Staff 19,"15.499,17.931","9/18/2022, 7:09:15 PM","9/18/2022, 7:09:30 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:09:30 PM","9/18/2022, 7:09:37 PM"
Staff 19,"15.432,17.971","9/18/2022, 7:09:37 PM","9/18/2022, 7:09:38 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:09:38 PM","9/18/2022, 7:09:40 PM"
Staff 19,"15.453,17.998","9/18/2022, 7:09:40 PM","9/18/2022, 7:09:57 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:09:57 PM","9/18/2022, 7:10:51 PM"
Staff 19,"15.395,17.932","9/18/2022, 7:10:51 PM","9/18/2022, 7:10:51 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:10:51 PM","9/18/2022, 7:11:04 PM"
Staff 19,"15.471,18.03","9/18/2022, 7:11:04 PM","9/18/2022, 7:11:09 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:11:09 PM","9/18/2022, 7:11:11 PM"
Staff 19,"15.501,17.962","9/18/2022, 7:11:11 PM","9/18/2022, 7:11:16 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:11:16 PM","9/18/2022, 7:11:22 PM"
Staff 19,"15.407,18.038","9/18/2022, 7:11:22 PM","9/18/2022, 7:11:40 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:11:40 PM","9/18/2022, 7:11:42 PM"
Staff 19,"15.506,17.973","9/18/2022, 7:11:42 PM","9/18/2022, 7:11:48 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:11:48 PM","9/18/2022, 7:11:55 PM"
Staff 19,"15.437,17.916","9/18/2022, 7:11:55 PM","9/18/2022, 7:11:55 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:11:55 PM","9/18/2022, 7:11:57 PM"
Staff 19,"15.393,17.946","9/18/2022, 7:11:57 PM","9/18/2022, 7:12:00 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:00 PM","9/18/2022, 7:12:01 PM"
Staff 19,"15.44,17.952","9/18/2022, 7:12:01 PM","9/18/2022, 7:12:20 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:20 PM","9/18/2022, 7:12:22 PM"
Staff 19,"15.446,17.969","9/18/2022, 7:12:22 PM","9/18/2022, 7:12:26 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:26 PM","9/18/2022, 7:12:30 PM"
Staff 19,"15.484,17.965","9/18/2022, 7:12:30 PM","9/18/2022, 7:12:35 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:35 PM","9/18/2022, 7:12:36 PM"
Staff 19,"15.552,18.001","9/18/2022, 7:12:36 PM","9/18/2022, 7:12:37 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:37 PM","9/18/2022, 7:12:54 PM"
Staff 19,"15.465,17.953","9/18/2022, 7:12:54 PM","9/18/2022, 7:12:56 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:12:56 PM","9/18/2022, 7:13:04 PM"
Staff 19,"15.448,17.958","9/18/2022, 7:13:04 PM","9/18/2022, 7:13:05 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:13:05 PM","9/18/2022, 7:13:08 PM"
Staff 19,"15.392,17.99","9/18/2022, 7:13:08 PM","9/18/2022, 7:13:09 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:13:09 PM","9/18/2022, 7:13:10 PM"
Staff 19,"15.414,18.056","9/18/2022, 7:13:10 PM","9/18/2022, 7:13:14 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:13:14 PM","9/18/2022, 7:13:51 PM"
Staff 19,"15.402,17.921","9/18/2022, 7:13:51 PM","9/18/2022, 7:13:52 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:13:52 PM","9/18/2022, 7:14:21 PM"
Staff 19,"15.46,17.948","9/18/2022, 7:14:21 PM","9/18/2022, 7:14:22 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:14:22 PM","9/18/2022, 7:14:23 PM"
Staff 19,"15.47,17.94","9/18/2022, 7:14:23 PM","9/18/2022, 7:14:45 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:14:45 PM","9/18/2022, 7:15:34 PM"
Staff 19,"15.434,17.989","9/18/2022, 7:15:34 PM","9/18/2022, 7:15:39 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:15:39 PM","9/18/2022, 7:16:18 PM"
Staff 19,"15.394,17.972","9/18/2022, 7:16:18 PM","9/18/2022, 7:16:29 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:16:29 PM","9/18/2022, 7:16:33 PM"
Staff 19,"15.364,17.967","9/18/2022, 7:16:33 PM","9/18/2022, 7:16:34 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:16:34 PM","9/18/2022, 7:16:36 PM"
Staff 19,"15.458,17.997","9/18/2022, 7:16:36 PM","9/18/2022, 7:16:53 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:16:53 PM","9/18/2022, 7:16:55 PM"
Staff 19,"15.436,17.93","9/18/2022, 7:16:55 PM","9/18/2022, 7:16:57 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:16:57 PM","9/18/2022, 7:17:01 PM"
Staff 19,"15.423,17.924","9/18/2022, 7:17:01 PM","9/18/2022, 7:17:05 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:05 PM","9/18/2022, 7:17:06 PM"
Staff 19,"15.485,17.963","9/18/2022, 7:17:06 PM","9/18/2022, 7:17:08 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:08 PM","9/18/2022, 7:17:09 PM"
Staff 19,"15.566,18.011","9/18/2022, 7:17:09 PM","9/18/2022, 7:17:16 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:16 PM","9/18/2022, 7:17:19 PM"
Staff 19,"15.416,17.973","9/18/2022, 7:17:19 PM","9/18/2022, 7:17:24 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:24 PM","9/18/2022, 7:17:28 PM"
Staff 19,"15.436,17.963","9/18/2022, 7:17:28 PM","9/18/2022, 7:17:32 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:32 PM","9/18/2022, 7:17:34 PM"
Staff 19,"15.542,18.129","9/18/2022, 7:17:34 PM","9/18/2022, 7:17:46 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:17:46 PM","9/18/2022, 7:18:31 PM"
Staff 19,"15.444,17.941","9/18/2022, 7:18:31 PM","9/18/2022, 7:18:32 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:18:32 PM","9/18/2022, 7:18:34 PM"
Staff 19,"15.475,17.946","9/18/2022, 7:18:34 PM","9/18/2022, 7:18:38 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:18:38 PM","9/18/2022, 7:18:41 PM"
Staff 19,"15.485,18.001","9/18/2022, 7:18:41 PM","9/18/2022, 7:19:04 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:19:04 PM","9/18/2022, 7:19:13 PM"
Staff 19,"15.448,18.075","9/18/2022, 7:19:13 PM","9/18/2022, 7:19:33 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:19:33 PM","9/18/2022, 7:19:40 PM"
Staff 19,"15.454,17.962","9/18/2022, 7:19:40 PM","9/18/2022, 7:19:43 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:19:43 PM","9/18/2022, 7:19:44 PM"
Staff 19,"15.477,17.97","9/18/2022, 7:19:44 PM","9/18/2022, 7:19:48 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:19:48 PM","9/18/2022, 7:20:17 PM"
Staff 19,"15.427,17.972","9/18/2022, 7:20:17 PM","9/18/2022, 7:20:19 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:20:19 PM","9/18/2022, 7:20:21 PM"
Staff 19,"15.414,17.972","9/18/2022, 7:20:21 PM","9/18/2022, 7:20:27 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:20:27 PM","9/18/2022, 7:20:30 PM"
Staff 19,"15.517,17.977","9/18/2022, 7:20:30 PM","9/18/2022, 7:20:39 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:20:39 PM","9/18/2022, 7:20:43 PM"
Staff 19,"15.52,17.947","9/18/2022, 7:20:43 PM","9/18/2022, 7:20:43 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:20:43 PM","9/18/2022, 7:21:02 PM"
Staff 19,"15.408,17.928","9/18/2022, 7:21:02 PM","9/18/2022, 7:21:04 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:04 PM","9/18/2022, 7:21:06 PM"
Staff 19,"15.446,17.956","9/18/2022, 7:21:06 PM","9/18/2022, 7:21:07 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:07 PM","9/18/2022, 7:21:19 PM"
Staff 19,"15.467,17.978","9/18/2022, 7:21:19 PM","9/18/2022, 7:21:20 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:20 PM","9/18/2022, 7:21:23 PM"
Staff 19,"15.485,17.947","9/18/2022, 7:21:23 PM","9/18/2022, 7:21:24 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:24 PM","9/18/2022, 7:21:42 PM"
Staff 19,"15.454,17.978","9/18/2022, 7:21:42 PM","9/18/2022, 7:21:44 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:44 PM","9/18/2022, 7:21:47 PM"
Staff 19,"15.422,17.985","9/18/2022, 7:21:47 PM","9/18/2022, 7:21:48 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:21:48 PM","9/18/2022, 7:22:30 PM"
Staff 19,"15.435,17.943","9/18/2022, 7:22:30 PM","9/18/2022, 7:22:40 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:22:40 PM","9/18/2022, 7:22:42 PM"
Staff 19,"15.505,17.926","9/18/2022, 7:22:42 PM","9/18/2022, 7:22:43 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:22:43 PM","9/18/2022, 7:22:46 PM"
Staff 19,"15.555,17.975","9/18/2022, 7:22:46 PM","9/18/2022, 7:22:49 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:22:49 PM","9/18/2022, 7:22:50 PM"
Staff 19,"15.45,17.963","9/18/2022, 7:22:50 PM","9/18/2022, 7:22:52 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:22:52 PM","9/18/2022, 7:22:59 PM"
Staff 19,"15.452,17.958","9/18/2022, 7:22:59 PM","9/18/2022, 7:22:59 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:22:59 PM","9/18/2022, 7:23:39 PM"
Staff 19,"15.456,17.942","9/18/2022, 7:23:39 PM","9/18/2022, 7:23:43 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:23:43 PM","9/18/2022, 7:24:30 PM"
Staff 19,"15.452,17.975","9/18/2022, 7:24:30 PM","9/18/2022, 7:24:33 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:24:33 PM","9/18/2022, 7:24:34 PM"
Staff 19,"15.496,18.051","9/18/2022, 7:24:34 PM","9/18/2022, 7:24:37 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:24:37 PM","9/18/2022, 7:24:40 PM"
Staff 19,"15.475,17.948","9/18/2022, 7:24:40 PM","9/18/2022, 7:24:42 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:24:42 PM","9/18/2022, 7:25:08 PM"
Staff 19,"15.462,17.99","9/18/2022, 7:25:08 PM","9/18/2022, 7:25:11 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:25:11 PM","9/18/2022, 7:25:15 PM"
Staff 19,"15.462,17.93","9/18/2022, 7:25:15 PM","9/18/2022, 7:25:16 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:25:16 PM","9/18/2022, 7:25:28 PM"
Staff 19,"15.439,17.971","9/18/2022, 7:25:28 PM","9/18/2022, 7:25:29 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:25:29 PM","9/18/2022, 7:25:38 PM"
Staff 19,"15.43,17.976","9/18/2022, 7:25:38 PM","9/18/2022, 7:25:42 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:25:42 PM","9/18/2022, 7:26:36 PM"
Staff 19,"15.386,17.934","9/18/2022, 7:26:36 PM","9/18/2022, 7:26:50 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:26:50 PM","9/18/2022, 7:26:54 PM"
Staff 19,"15.448,17.971","9/18/2022, 7:26:54 PM","9/18/2022, 7:26:56 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:26:56 PM","9/18/2022, 7:26:58 PM"
Staff 19,"15.47,17.966","9/18/2022, 7:26:58 PM","9/18/2022, 7:27:05 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:27:05 PM","9/18/2022, 7:27:08 PM"
Staff 19,"15.497,17.915","9/18/2022, 7:27:08 PM","9/18/2022, 7:27:09 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:27:09 PM","9/18/2022, 7:27:47 PM"
Staff 19,"15.453,17.966","9/18/2022, 7:27:47 PM","9/18/2022, 7:27:49 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:27:49 PM","9/18/2022, 7:28:24 PM"
Staff 19,"15.489,17.926","9/18/2022, 7:28:24 PM","9/18/2022, 7:28:24 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:28:24 PM","9/18/2022, 7:28:26 PM"
Staff 19,"15.458,17.942","9/18/2022, 7:28:26 PM","9/18/2022, 7:28:31 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:28:31 PM","9/18/2022, 7:28:35 PM"
Staff 19,"15.418,17.932","9/18/2022, 7:28:35 PM","9/18/2022, 7:28:38 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:28:38 PM","9/18/2022, 7:28:41 PM"
Staff 19,"15.417,17.959","9/18/2022, 7:28:41 PM","9/18/2022, 7:28:44 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:28:44 PM","9/18/2022, 7:29:24 PM"
Staff 19,"15.428,17.928","9/18/2022, 7:29:24 PM","9/18/2022, 7:29:25 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:29:25 PM","9/18/2022, 7:29:59 PM"
Staff 19,"15.411,17.942","9/18/2022, 7:29:59 PM","9/18/2022, 7:30:03 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:30:03 PM","9/18/2022, 7:30:06 PM"
Staff 19,"15.497,17.912","9/18/2022, 7:30:06 PM","9/18/2022, 7:30:06 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:30:06 PM","9/18/2022, 7:30:27 PM"
Staff 19,"15.445,17.961","9/18/2022, 7:30:27 PM","9/18/2022, 7:30:32 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:30:32 PM","9/18/2022, 7:30:34 PM"
Staff 19,"15.489,17.976","9/18/2022, 7:30:34 PM","9/18/2022, 7:30:38 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:30:38 PM","9/18/2022, 7:30:41 PM"
Staff 19,"15.432,17.941","9/18/2022, 7:30:41 PM","9/18/2022, 7:30:42 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:30:42 PM","9/18/2022, 7:31:03 PM"
Staff 19,"15.462,17.97","9/18/2022, 7:31:03 PM","9/18/2022, 7:31:06 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:31:06 PM","9/18/2022, 7:31:30 PM"
Staff 19,"15.475,17.931","9/18/2022, 7:31:30 PM","9/18/2022, 7:31:31 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:31:31 PM","9/18/2022, 7:31:56 PM"
Staff 19,"15.517,17.995","9/18/2022, 7:31:56 PM","9/18/2022, 7:31:59 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:31:59 PM","9/18/2022, 7:32:02 PM"
Staff 19,"15.43,17.95","9/18/2022, 7:32:02 PM","9/18/2022, 7:32:06 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:32:06 PM","9/18/2022, 7:32:08 PM"
Staff 19,"15.506,17.94","9/18/2022, 7:32:08 PM","9/18/2022, 7:32:10 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:32:10 PM","9/18/2022, 7:32:59 PM"
Staff 19,"15.477,17.937","9/18/2022, 7:32:59 PM","9/18/2022, 7:33:03 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:33:03 PM","9/18/2022, 7:33:23 PM"
Staff 19,"15.382,17.931","9/18/2022, 7:33:23 PM","9/18/2022, 7:33:23 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:33:23 PM","9/18/2022, 7:33:25 PM"
Staff 19,"15.413,17.991","9/18/2022, 7:33:25 PM","9/18/2022, 7:33:31 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:33:31 PM","9/18/2022, 7:33:48 PM"
Staff 19,"15.4,17.993","9/18/2022, 7:33:48 PM","9/18/2022, 7:33:50 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:33:50 PM","9/18/2022, 7:33:54 PM"
Staff 19,"15.505,18.003","9/18/2022, 7:33:54 PM","9/18/2022, 7:33:59 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:33:59 PM","9/18/2022, 7:34:06 PM"
Staff 19,"15.409,17.92","9/18/2022, 7:34:06 PM","9/18/2022, 7:34:10 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:34:10 PM","9/18/2022, 7:34:22 PM"
Staff 19,"15.391,18.008","9/18/2022, 7:34:22 PM","9/18/2022, 7:34:43 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:34:43 PM","9/18/2022, 7:34:49 PM"
Staff 19,"15.385,17.933","9/18/2022, 7:34:49 PM","9/18/2022, 7:34:50 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:34:50 PM","9/18/2022, 7:34:56 PM"
Staff 19,"15.456,17.957","9/18/2022, 7:34:56 PM","9/18/2022, 7:35:04 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:35:04 PM","9/18/2022, 7:35:26 PM"
Staff 19,"15.485,18.019","9/18/2022, 7:35:26 PM","9/18/2022, 7:35:29 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:35:29 PM","9/18/2022, 7:36:36 PM"
Staff 19,"15.437,17.949","9/18/2022, 7:36:36 PM","9/18/2022, 7:36:46 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:36:46 PM","9/18/2022, 7:36:48 PM"
Staff 19,"15.45,17.979","9/18/2022, 7:36:48 PM","9/18/2022, 7:36:51 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:36:51 PM","9/18/2022, 7:36:54 PM"
Staff 19,"15.417,17.99","9/18/2022, 7:36:54 PM","9/18/2022, 7:36:55 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:36:55 PM","9/18/2022, 7:36:58 PM"
Staff 19,"15.422,17.925","9/18/2022, 7:36:58 PM","9/18/2022, 7:36:58 PM"
Staff 19,"15.486,16.923","9/18/2022, 7:36:58 PM","9/18/2022, 7:38:51 PM"
Staff 19,"15.445,18.036","9/18/2022, 7:38:51 PM","9/18/2022, 7:38:56 PM"
