Technician,Location,from,to
Staff 29,"18.093,14.266","12/5/2022, 11:04:07 PM","12/5/2022, 11:04:33 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:04:33 PM","12/5/2022, 11:04:51 PM"
Staff 29,"18.072,14.231","12/5/2022, 11:04:51 PM","12/5/2022, 11:04:53 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:04:53 PM","12/5/2022, 11:05:05 PM"
Staff 29,"18.045,14.193","12/5/2022, 11:05:05 PM","12/5/2022, 11:05:20 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:05:20 PM","12/5/2022, 11:05:23 PM"
Staff 29,"18.062,14.248","12/5/2022, 11:05:23 PM","12/5/2022, 11:05:30 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:05:30 PM","12/5/2022, 11:06:11 PM"
Staff 29,"18.059,14.249","12/5/2022, 11:06:11 PM","12/5/2022, 11:06:50 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:06:50 PM","12/5/2022, 11:08:38 PM"
Staff 29,"18.101,14.27","12/5/2022, 11:08:38 PM","12/5/2022, 11:08:52 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:08:52 PM","12/5/2022, 11:09:16 PM"
Staff 29,"18.019,14.245","12/5/2022, 11:09:16 PM","12/5/2022, 11:09:19 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:09:19 PM","12/5/2022, 11:10:56 PM"
Staff 29,"18.028,14.355","12/5/2022, 11:10:56 PM","12/5/2022, 11:11:04 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:11:04 PM","12/5/2022, 11:12:02 PM"
Staff 29,"18.065,14.243","12/5/2022, 11:12:02 PM","12/5/2022, 11:12:06 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:12:06 PM","12/5/2022, 11:12:28 PM"
Staff 29,"18.059,14.285","12/5/2022, 11:12:28 PM","12/5/2022, 11:12:35 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:12:35 PM","12/5/2022, 11:15:11 PM"
Staff 29,"18.119,14.14","12/5/2022, 11:15:11 PM","12/5/2022, 11:15:32 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:15:32 PM","12/5/2022, 11:16:46 PM"
Staff 29,"18.011,14.301","12/5/2022, 11:16:46 PM","12/5/2022, 11:16:49 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:16:49 PM","12/5/2022, 11:16:59 PM"
Staff 29,"18.043,14.274","12/5/2022, 11:16:59 PM","12/5/2022, 11:17:01 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:17:01 PM","12/5/2022, 11:17:05 PM"
Staff 29,"17.96,14.374","12/5/2022, 11:17:05 PM","12/5/2022, 11:17:10 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:17:10 PM","12/5/2022, 11:17:51 PM"
Staff 29,"18.049,14.284","12/5/2022, 11:17:51 PM","12/5/2022, 11:18:03 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:18:03 PM","12/5/2022, 11:18:06 PM"
Staff 29,"18.059,14.232","12/5/2022, 11:18:06 PM","12/5/2022, 11:18:20 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:18:20 PM","12/5/2022, 11:19:22 PM"
Staff 29,"18.026,14.282","12/5/2022, 11:19:22 PM","12/5/2022, 11:19:28 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:19:28 PM","12/5/2022, 11:19:30 PM"
Staff 29,"18.031,14.225","12/5/2022, 11:19:30 PM","12/5/2022, 11:19:43 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:19:43 PM","12/5/2022, 11:22:01 PM"
Staff 29,"17.962,14.312","12/5/2022, 11:22:01 PM","12/5/2022, 11:22:02 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:22:02 PM","12/5/2022, 11:22:51 PM"
Staff 29,"18.034,14.337","12/5/2022, 11:22:51 PM","12/5/2022, 11:23:11 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:23:11 PM","12/5/2022, 11:26:04 PM"
Staff 29,"18.072,14.329","12/5/2022, 11:26:04 PM","12/5/2022, 11:26:33 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:26:33 PM","12/5/2022, 11:27:01 PM"
Staff 29,"18.071,14.272","12/5/2022, 11:27:01 PM","12/5/2022, 11:27:04 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:27:04 PM","12/5/2022, 11:27:07 PM"
Staff 29,"18.005,14.29","12/5/2022, 11:27:07 PM","12/5/2022, 11:27:13 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:27:13 PM","12/5/2022, 11:27:21 PM"
Staff 29,"18.058,14.216","12/5/2022, 11:27:21 PM","12/5/2022, 11:27:29 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:27:29 PM","12/5/2022, 11:28:38 PM"
Staff 29,"18.018,14.323","12/5/2022, 11:28:38 PM","12/5/2022, 11:28:38 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:28:38 PM","12/5/2022, 11:28:42 PM"
Staff 29,"18.023,14.345","12/5/2022, 11:28:42 PM","12/5/2022, 11:28:58 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:28:58 PM","12/5/2022, 11:30:19 PM"
Staff 29,"18.048,14.206","12/5/2022, 11:30:19 PM","12/5/2022, 11:30:25 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:30:25 PM","12/5/2022, 11:32:02 PM"
Staff 29,"18.067,14.318","12/5/2022, 11:32:02 PM","12/5/2022, 11:32:07 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:32:07 PM","12/5/2022, 11:36:14 PM"
Staff 29,"18.036,14.192","12/5/2022, 11:36:14 PM","12/5/2022, 11:36:17 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:36:17 PM","12/5/2022, 11:36:29 PM"
Staff 29,"18.051,14.386","12/5/2022, 11:36:29 PM","12/5/2022, 11:36:32 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:36:32 PM","12/5/2022, 11:37:57 PM"
Staff 29,"18.047,14.225","12/5/2022, 11:37:57 PM","12/5/2022, 11:38:10 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:38:10 PM","12/5/2022, 11:38:36 PM"
Staff 29,"18.075,14.334","12/5/2022, 11:38:36 PM","12/5/2022, 11:38:58 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:38:58 PM","12/5/2022, 11:39:04 PM"
Staff 29,"18.022,14.324","12/5/2022, 11:39:04 PM","12/5/2022, 11:39:19 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:39:19 PM","12/5/2022, 11:40:12 PM"
Staff 29,"18.057,14.247","12/5/2022, 11:40:12 PM","12/5/2022, 11:40:20 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:40:20 PM","12/5/2022, 11:40:25 PM"
Staff 29,"17.99,14.283","12/5/2022, 11:40:25 PM","12/5/2022, 11:40:36 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:40:36 PM","12/5/2022, 11:40:47 PM"
Staff 29,"18.057,14.258","12/5/2022, 11:40:47 PM","12/5/2022, 11:40:49 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:40:49 PM","12/5/2022, 11:42:09 PM"
Staff 29,"18.004,14.241","12/5/2022, 11:42:09 PM","12/5/2022, 11:42:23 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:42:23 PM","12/5/2022, 11:43:50 PM"
Staff 29,"18.043,14.324","12/5/2022, 11:43:50 PM","12/5/2022, 11:44:05 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:44:05 PM","12/5/2022, 11:44:28 PM"
Staff 29,"18.049,14.265","12/5/2022, 11:44:28 PM","12/5/2022, 11:44:40 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:44:40 PM","12/5/2022, 11:44:43 PM"
Staff 29,"18.068,14.303","12/5/2022, 11:44:43 PM","12/5/2022, 11:44:50 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:44:50 PM","12/5/2022, 11:45:06 PM"
Staff 29,"18.034,14.21","12/5/2022, 11:45:06 PM","12/5/2022, 11:45:07 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:45:07 PM","12/5/2022, 11:45:10 PM"
Staff 29,"18.011,14.197","12/5/2022, 11:45:10 PM","12/5/2022, 11:45:14 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:45:14 PM","12/5/2022, 11:46:11 PM"
Staff 29,"18.079,14.271","12/5/2022, 11:46:11 PM","12/5/2022, 11:46:16 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:46:16 PM","12/5/2022, 11:47:42 PM"
Staff 29,"18.052,14.241","12/5/2022, 11:47:42 PM","12/5/2022, 11:48:11 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:48:11 PM","12/5/2022, 11:49:04 PM"
Staff 29,"18.014,14.253","12/5/2022, 11:49:04 PM","12/5/2022, 11:49:06 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:49:06 PM","12/5/2022, 11:49:08 PM"
Staff 29,"18,14.341","12/5/2022, 11:49:08 PM","12/5/2022, 11:49:09 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:49:09 PM","12/5/2022, 11:49:18 PM"
Staff 29,"17.999,14.254","12/5/2022, 11:49:18 PM","12/5/2022, 11:49:20 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:49:20 PM","12/5/2022, 11:49:27 PM"
Staff 29,"18.021,14.235","12/5/2022, 11:49:27 PM","12/5/2022, 11:49:52 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:49:52 PM","12/5/2022, 11:50:21 PM"
Staff 29,"18.051,14.315","12/5/2022, 11:50:21 PM","12/5/2022, 11:50:27 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:50:27 PM","12/5/2022, 11:50:44 PM"
Staff 29,"18.088,14.295","12/5/2022, 11:50:44 PM","12/5/2022, 11:50:44 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:50:44 PM","12/5/2022, 11:53:34 PM"
Staff 29,"18.069,14.208","12/5/2022, 11:53:34 PM","12/5/2022, 11:53:43 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:53:43 PM","12/5/2022, 11:56:03 PM"
Staff 29,"18.023,14.35","12/5/2022, 11:56:03 PM","12/5/2022, 11:56:10 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:56:10 PM","12/5/2022, 11:56:29 PM"
Staff 29,"18.088,14.238","12/5/2022, 11:56:29 PM","12/5/2022, 11:56:44 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:56:44 PM","12/5/2022, 11:57:30 PM"
Staff 29,"17.993,14.245","12/5/2022, 11:57:30 PM","12/5/2022, 11:57:59 PM"
Staff 29,"18.832,14.852","12/5/2022, 11:57:59 PM","12/6/2022, 12:00:07 AM"
Staff 29,"18.035,14.286","12/6/2022, 12:00:07 AM","12/6/2022, 12:00:30 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:00:30 AM","12/6/2022, 12:01:43 AM"
Staff 29,"18.011,14.262","12/6/2022, 12:01:43 AM","12/6/2022, 12:02:09 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:02:09 AM","12/6/2022, 12:02:42 AM"
Staff 29,"18,14.296","12/6/2022, 12:02:42 AM","12/6/2022, 12:03:12 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:03:12 AM","12/6/2022, 12:04:02 AM"
Staff 29,"18.032,14.332","12/6/2022, 12:04:02 AM","12/6/2022, 12:04:20 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:04:20 AM","12/6/2022, 12:04:51 AM"
Staff 29,"18.029,14.282","12/6/2022, 12:04:51 AM","12/6/2022, 12:05:21 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:05:21 AM","12/6/2022, 12:06:03 AM"
Staff 29,"18.067,14.271","12/6/2022, 12:06:03 AM","12/6/2022, 12:06:07 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:06:07 AM","12/6/2022, 12:06:13 AM"
Staff 29,"17.999,14.321","12/6/2022, 12:06:13 AM","12/6/2022, 12:06:13 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:06:13 AM","12/6/2022, 12:07:38 AM"
Staff 29,"18.016,14.273","12/6/2022, 12:07:38 AM","12/6/2022, 12:07:59 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:07:59 AM","12/6/2022, 12:08:30 AM"
Staff 29,"18.044,14.183","12/6/2022, 12:08:30 AM","12/6/2022, 12:08:36 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:08:36 AM","12/6/2022, 12:08:40 AM"
Staff 29,"17.985,14.427","12/6/2022, 12:08:40 AM","12/6/2022, 12:09:03 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:09:03 AM","12/6/2022, 12:09:48 AM"
Staff 29,"18.127,14.289","12/6/2022, 12:09:48 AM","12/6/2022, 12:10:03 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:10:03 AM","12/6/2022, 12:11:26 AM"
Staff 29,"18.046,14.25","12/6/2022, 12:11:26 AM","12/6/2022, 12:11:32 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:11:32 AM","12/6/2022, 12:13:44 AM"
Staff 29,"18.084,14.234","12/6/2022, 12:13:44 AM","12/6/2022, 12:14:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:14:40 AM","12/6/2022, 12:15:02 AM"
Staff 29,"17.987,14.432","12/6/2022, 12:15:02 AM","12/6/2022, 12:15:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:15:44 AM","12/6/2022, 12:16:43 AM"
Staff 29,"18.107,14.284","12/6/2022, 12:16:43 AM","12/6/2022, 12:17:01 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:17:01 AM","12/6/2022, 12:19:38 AM"
Staff 29,"18.041,14.2","12/6/2022, 12:19:38 AM","12/6/2022, 12:19:56 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:19:56 AM","12/6/2022, 12:22:06 AM"
Staff 29,"18.037,14.282","12/6/2022, 12:22:06 AM","12/6/2022, 12:22:26 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:22:26 AM","12/6/2022, 12:22:37 AM"
Staff 29,"18.124,14.361","12/6/2022, 12:22:37 AM","12/6/2022, 12:22:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:22:55 AM","12/6/2022, 12:23:54 AM"
Staff 29,"18.034,14.247","12/6/2022, 12:23:54 AM","12/6/2022, 12:24:17 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:24:17 AM","12/6/2022, 12:24:21 AM"
Staff 29,"18.059,14.256","12/6/2022, 12:24:21 AM","12/6/2022, 12:24:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:24:22 AM","12/6/2022, 12:24:33 AM"
Staff 29,"18.053,14.299","12/6/2022, 12:24:33 AM","12/6/2022, 12:24:58 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:24:58 AM","12/6/2022, 12:26:35 AM"
Staff 29,"18.072,14.305","12/6/2022, 12:26:35 AM","12/6/2022, 12:26:58 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:26:58 AM","12/6/2022, 12:29:24 AM"
Staff 29,"18.066,14.261","12/6/2022, 12:29:24 AM","12/6/2022, 12:29:30 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:29:30 AM","12/6/2022, 12:31:24 AM"
Staff 29,"18.043,14.329","12/6/2022, 12:31:24 AM","12/6/2022, 12:31:29 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:31:29 AM","12/6/2022, 12:32:44 AM"
Staff 29,"18.097,14.125","12/6/2022, 12:32:44 AM","12/6/2022, 12:32:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:32:44 AM","12/6/2022, 12:34:10 AM"
Staff 29,"18.087,14.376","12/6/2022, 12:34:10 AM","12/6/2022, 12:34:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:34:28 AM","12/6/2022, 12:34:55 AM"
Staff 29,"18.045,14.163","12/6/2022, 12:34:55 AM","12/6/2022, 12:34:56 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:34:56 AM","12/6/2022, 12:36:18 AM"
Staff 29,"17.968,14.286","12/6/2022, 12:36:18 AM","12/6/2022, 12:36:26 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:36:26 AM","12/6/2022, 12:36:29 AM"
Staff 29,"17.984,14.251","12/6/2022, 12:36:29 AM","12/6/2022, 12:36:31 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:36:31 AM","12/6/2022, 12:36:39 AM"
Staff 29,"18.019,14.266","12/6/2022, 12:36:39 AM","12/6/2022, 12:36:39 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:36:39 AM","12/6/2022, 12:38:37 AM"
Staff 29,"18.07,14.399","12/6/2022, 12:38:37 AM","12/6/2022, 12:38:38 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:38:38 AM","12/6/2022, 12:38:51 AM"
Staff 29,"18.066,14.311","12/6/2022, 12:38:51 AM","12/6/2022, 12:39:38 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:39:38 AM","12/6/2022, 12:42:26 AM"
Staff 29,"18.018,14.325","12/6/2022, 12:42:26 AM","12/6/2022, 12:42:42 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:42:42 AM","12/6/2022, 12:42:48 AM"
Staff 29,"18.099,14.34","12/6/2022, 12:42:48 AM","12/6/2022, 12:42:50 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:42:50 AM","12/6/2022, 12:45:23 AM"
Staff 29,"18.032,14.269","12/6/2022, 12:45:23 AM","12/6/2022, 12:46:04 AM"
Staff 29,"19.167,14.432","12/6/2022, 12:46:04 AM","12/6/2022, 12:46:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:46:22 AM","12/6/2022, 12:47:26 AM"
Staff 29,"18.018,14.309","12/6/2022, 12:47:26 AM","12/6/2022, 12:47:42 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:47:42 AM","12/6/2022, 12:48:50 AM"
Staff 29,"18.082,14.281","12/6/2022, 12:48:50 AM","12/6/2022, 12:48:52 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:48:52 AM","12/6/2022, 12:49:21 AM"
Staff 29,"17.991,14.241","12/6/2022, 12:49:21 AM","12/6/2022, 12:49:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:49:22 AM","12/6/2022, 12:49:36 AM"
Staff 29,"18.131,14.226","12/6/2022, 12:49:36 AM","12/6/2022, 12:50:04 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:50:04 AM","12/6/2022, 12:50:29 AM"
Staff 29,"18.054,14.296","12/6/2022, 12:50:29 AM","12/6/2022, 12:50:57 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:50:57 AM","12/6/2022, 12:52:17 AM"
Staff 29,"18.026,14.168","12/6/2022, 12:52:17 AM","12/6/2022, 12:52:41 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:52:41 AM","12/6/2022, 12:53:08 AM"
Staff 29,"17.997,14.323","12/6/2022, 12:53:08 AM","12/6/2022, 12:53:42 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:53:42 AM","12/6/2022, 12:53:58 AM"
Staff 29,"18.032,14.309","12/6/2022, 12:53:58 AM","12/6/2022, 12:54:24 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:54:24 AM","12/6/2022, 12:55:48 AM"
Staff 29,"18.084,14.351","12/6/2022, 12:55:48 AM","12/6/2022, 12:56:02 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:56:02 AM","12/6/2022, 12:56:28 AM"
Staff 29,"18.031,14.288","12/6/2022, 12:56:28 AM","12/6/2022, 12:56:30 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:56:30 AM","12/6/2022, 12:57:50 AM"
Staff 29,"17.966,14.305","12/6/2022, 12:57:50 AM","12/6/2022, 12:57:57 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:57:57 AM","12/6/2022, 12:57:59 AM"
Staff 29,"18.05,14.145","12/6/2022, 12:57:59 AM","12/6/2022, 12:58:19 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:58:19 AM","12/6/2022, 12:58:45 AM"
Staff 29,"18.035,14.222","12/6/2022, 12:58:45 AM","12/6/2022, 12:59:36 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:59:36 AM","12/6/2022, 12:59:39 AM"
Staff 29,"18.01,14.206","12/6/2022, 12:59:39 AM","12/6/2022, 12:59:39 AM"
Staff 29,"18.832,14.852","12/6/2022, 12:59:39 AM","12/6/2022, 12:59:45 AM"
Staff 29,"18.059,14.192","12/6/2022, 12:59:45 AM","12/6/2022, 1:00:36 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:00:36 AM","12/6/2022, 1:02:58 AM"
Staff 29,"18.064,14.147","12/6/2022, 1:02:58 AM","12/6/2022, 1:03:27 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:03:27 AM","12/6/2022, 1:05:14 AM"
Staff 29,"18.025,14.352","12/6/2022, 1:05:14 AM","12/6/2022, 1:06:09 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:06:09 AM","12/6/2022, 1:06:12 AM"
Staff 29,"18.024,14.276","12/6/2022, 1:06:12 AM","12/6/2022, 1:06:34 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:06:34 AM","12/6/2022, 1:10:42 AM"
Staff 29,"18.078,14.325","12/6/2022, 1:10:42 AM","12/6/2022, 1:11:27 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:11:27 AM","12/6/2022, 1:15:09 AM"
Staff 29,"18.051,14.285","12/6/2022, 1:15:09 AM","12/6/2022, 1:15:26 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:15:26 AM","12/6/2022, 1:15:41 AM"
Staff 29,"18.029,14.284","12/6/2022, 1:15:41 AM","12/6/2022, 1:15:56 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:15:56 AM","12/6/2022, 1:16:10 AM"
Staff 29,"18.049,14.264","12/6/2022, 1:16:10 AM","12/6/2022, 1:16:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:16:40 AM","12/6/2022, 1:17:45 AM"
Staff 29,"18.041,14.181","12/6/2022, 1:17:45 AM","12/6/2022, 1:17:50 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:17:50 AM","12/6/2022, 1:17:59 AM"
Staff 29,"18.11,14.34","12/6/2022, 1:17:59 AM","12/6/2022, 1:18:02 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:18:02 AM","12/6/2022, 1:18:49 AM"
Staff 29,"18.089,14.226","12/6/2022, 1:18:49 AM","12/6/2022, 1:18:51 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:18:51 AM","12/6/2022, 1:20:36 AM"
Staff 29,"17.993,14.312","12/6/2022, 1:20:36 AM","12/6/2022, 1:21:08 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:21:08 AM","12/6/2022, 1:21:21 AM"
Staff 29,"18.012,14.26","12/6/2022, 1:21:21 AM","12/6/2022, 1:21:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:21:28 AM","12/6/2022, 1:21:36 AM"
Staff 29,"18.01,14.294","12/6/2022, 1:21:36 AM","12/6/2022, 1:21:41 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:21:41 AM","12/6/2022, 1:23:20 AM"
Staff 29,"18.024,14.218","12/6/2022, 1:23:20 AM","12/6/2022, 1:23:41 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:23:41 AM","12/6/2022, 1:23:48 AM"
Staff 29,"18.083,14.352","12/6/2022, 1:23:48 AM","12/6/2022, 1:24:00 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:24:00 AM","12/6/2022, 1:24:12 AM"
Staff 29,"18.038,14.14","12/6/2022, 1:24:12 AM","12/6/2022, 1:24:12 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:24:12 AM","12/6/2022, 1:27:21 AM"
Staff 29,"18.082,14.262","12/6/2022, 1:27:21 AM","12/6/2022, 1:27:33 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:27:33 AM","12/6/2022, 1:28:36 AM"
Staff 29,"18.062,14.304","12/6/2022, 1:28:36 AM","12/6/2022, 1:29:10 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:29:10 AM","12/6/2022, 1:29:13 AM"
Staff 29,"18.023,14.264","12/6/2022, 1:29:13 AM","12/6/2022, 1:29:16 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:29:16 AM","12/6/2022, 1:29:29 AM"
Staff 29,"18.021,14.315","12/6/2022, 1:29:29 AM","12/6/2022, 1:30:06 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:30:06 AM","12/6/2022, 1:30:32 AM"
Staff 29,"18.06,14.228","12/6/2022, 1:30:32 AM","12/6/2022, 1:31:06 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:31:06 AM","12/6/2022, 1:31:22 AM"
Staff 29,"18.067,14.198","12/6/2022, 1:31:22 AM","12/6/2022, 1:31:50 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:31:50 AM","12/6/2022, 1:33:36 AM"
Staff 29,"18.031,14.289","12/6/2022, 1:33:36 AM","12/6/2022, 1:34:13 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:34:13 AM","12/6/2022, 1:35:33 AM"
Staff 29,"18.043,14.248","12/6/2022, 1:35:33 AM","12/6/2022, 1:35:42 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:35:42 AM","12/6/2022, 1:35:52 AM"
Staff 29,"18.038,14.232","12/6/2022, 1:35:52 AM","12/6/2022, 1:35:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:35:55 AM","12/6/2022, 1:36:00 AM"
Staff 29,"18.019,14.189","12/6/2022, 1:36:00 AM","12/6/2022, 1:36:01 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:36:01 AM","12/6/2022, 1:36:46 AM"
Staff 29,"18.013,14.325","12/6/2022, 1:36:46 AM","12/6/2022, 1:36:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:36:55 AM","12/6/2022, 1:37:15 AM"
Staff 29,"18.035,14.25","12/6/2022, 1:37:15 AM","12/6/2022, 1:37:18 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:37:18 AM","12/6/2022, 1:38:46 AM"
Staff 29,"18.044,14.283","12/6/2022, 1:38:46 AM","12/6/2022, 1:38:59 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:38:59 AM","12/6/2022, 1:41:09 AM"
Staff 29,"18.052,14.372","12/6/2022, 1:41:09 AM","12/6/2022, 1:43:33 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:43:33 AM","12/6/2022, 1:45:14 AM"
Staff 29,"17.993,14.259","12/6/2022, 1:45:14 AM","12/6/2022, 1:47:19 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:47:19 AM","12/6/2022, 1:47:21 AM"
Staff 29,"18.012,14.276","12/6/2022, 1:47:21 AM","12/6/2022, 1:47:25 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:47:25 AM","12/6/2022, 1:47:27 AM"
Staff 29,"17.981,14.264","12/6/2022, 1:47:27 AM","12/6/2022, 1:47:29 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:47:29 AM","12/6/2022, 1:48:41 AM"
Staff 29,"18.184,14.344","12/6/2022, 1:48:41 AM","12/6/2022, 1:48:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:48:55 AM","12/6/2022, 1:50:10 AM"
Staff 29,"18.055,14.299","12/6/2022, 1:50:10 AM","12/6/2022, 1:50:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:50:23 AM","12/6/2022, 1:51:17 AM"
