Technician,Location,from,to
Staff 29,"18.034,14.352","12/6/2022, 1:51:17 AM","12/6/2022, 1:51:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:51:28 AM","12/6/2022, 1:53:04 AM"
Staff 29,"18.033,14.372","12/6/2022, 1:53:04 AM","12/6/2022, 1:53:36 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:53:36 AM","12/6/2022, 1:55:24 AM"
Staff 29,"18.069,14.309","12/6/2022, 1:55:24 AM","12/6/2022, 1:55:32 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:55:32 AM","12/6/2022, 1:56:11 AM"
Staff 29,"18.058,14.32","12/6/2022, 1:56:11 AM","12/6/2022, 1:56:41 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:56:41 AM","12/6/2022, 1:57:33 AM"
Staff 29,"18.026,14.38","12/6/2022, 1:57:33 AM","12/6/2022, 1:57:35 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:57:35 AM","12/6/2022, 1:58:51 AM"
Staff 29,"18.035,14.201","12/6/2022, 1:58:51 AM","12/6/2022, 1:59:02 AM"
Staff 29,"18.832,14.852","12/6/2022, 1:59:02 AM","12/6/2022, 2:00:07 AM"
Staff 29,"18.014,14.283","12/6/2022, 2:00:07 AM","12/6/2022, 2:00:07 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:00:07 AM","12/6/2022, 2:00:10 AM"
Staff 29,"17.995,14.405","12/6/2022, 2:00:10 AM","12/6/2022, 2:00:10 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:00:10 AM","12/6/2022, 2:00:21 AM"
Staff 29,"18.036,14.299","12/6/2022, 2:00:21 AM","12/6/2022, 2:00:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:00:23 AM","12/6/2022, 2:01:33 AM"
Staff 29,"18.077,14.406","12/6/2022, 2:01:33 AM","12/6/2022, 2:01:43 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:01:43 AM","12/6/2022, 2:02:43 AM"
Staff 29,"18.066,14.29","12/6/2022, 2:02:43 AM","12/6/2022, 2:03:10 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:03:10 AM","12/6/2022, 2:06:47 AM"
Staff 29,"18.058,14.332","12/6/2022, 2:06:47 AM","12/6/2022, 2:07:20 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:07:20 AM","12/6/2022, 2:07:50 AM"
Staff 29,"18.079,14.228","12/6/2022, 2:07:50 AM","12/6/2022, 2:08:21 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:08:21 AM","12/6/2022, 2:09:18 AM"
Staff 29,"18.053,14.249","12/6/2022, 2:09:18 AM","12/6/2022, 2:09:34 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:09:34 AM","12/6/2022, 2:10:24 AM"
Staff 29,"17.987,14.327","12/6/2022, 2:10:24 AM","12/6/2022, 2:10:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:10:44 AM","12/6/2022, 2:10:53 AM"
Staff 29,"18.06,14.291","12/6/2022, 2:10:53 AM","12/6/2022, 2:11:15 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:11:15 AM","12/6/2022, 2:12:45 AM"
Staff 29,"18.01,14.401","12/6/2022, 2:12:45 AM","12/6/2022, 2:12:50 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:12:50 AM","12/6/2022, 2:13:07 AM"
Staff 29,"18.024,14.145","12/6/2022, 2:13:07 AM","12/6/2022, 2:13:08 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:13:08 AM","12/6/2022, 2:13:13 AM"
Staff 29,"18.044,14.208","12/6/2022, 2:13:13 AM","12/6/2022, 2:14:08 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:14:08 AM","12/6/2022, 2:14:16 AM"
Staff 29,"18.01,14.46","12/6/2022, 2:14:16 AM","12/6/2022, 2:16:07 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:16:07 AM","12/6/2022, 2:18:01 AM"
Staff 29,"18.093,14.204","12/6/2022, 2:18:01 AM","12/6/2022, 2:19:08 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:19:08 AM","12/6/2022, 2:20:47 AM"
Staff 29,"18.047,14.256","12/6/2022, 2:20:47 AM","12/6/2022, 2:20:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:20:55 AM","12/6/2022, 2:21:13 AM"
Staff 29,"18.055,14.25","12/6/2022, 2:21:13 AM","12/6/2022, 2:21:36 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:21:36 AM","12/6/2022, 2:21:44 AM"
Staff 29,"18.034,14.275","12/6/2022, 2:21:44 AM","12/6/2022, 2:21:45 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:21:45 AM","12/6/2022, 2:22:07 AM"
Staff 29,"18.025,14.309","12/6/2022, 2:22:07 AM","12/6/2022, 2:22:08 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:22:08 AM","12/6/2022, 2:22:42 AM"
Staff 29,"18.052,14.293","12/6/2022, 2:22:42 AM","12/6/2022, 2:23:35 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:23:35 AM","12/6/2022, 2:28:38 AM"
Staff 29,"18.105,14.373","12/6/2022, 2:28:38 AM","12/6/2022, 2:29:02 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:29:02 AM","12/6/2022, 2:29:40 AM"
Staff 29,"18.09,14.332","12/6/2022, 2:29:40 AM","12/6/2022, 2:29:58 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:29:58 AM","12/6/2022, 2:31:12 AM"
Staff 29,"18.034,14.3","12/6/2022, 2:31:12 AM","12/6/2022, 2:31:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:31:40 AM","12/6/2022, 2:32:04 AM"
Staff 29,"18.069,14.264","12/6/2022, 2:32:04 AM","12/6/2022, 2:32:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:32:22 AM","12/6/2022, 2:33:04 AM"
Staff 29,"18.061,14.192","12/6/2022, 2:33:04 AM","12/6/2022, 2:33:32 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:33:32 AM","12/6/2022, 2:33:36 AM"
Staff 29,"18.043,14.246","12/6/2022, 2:33:36 AM","12/6/2022, 2:33:46 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:33:46 AM","12/6/2022, 2:36:04 AM"
Staff 29,"18.009,14.315","12/6/2022, 2:36:04 AM","12/6/2022, 2:36:05 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:36:05 AM","12/6/2022, 2:36:09 AM"
Staff 29,"18.046,14.364","12/6/2022, 2:36:09 AM","12/6/2022, 2:36:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:36:23 AM","12/6/2022, 2:38:00 AM"
Staff 29,"18.09,14.346","12/6/2022, 2:38:00 AM","12/6/2022, 2:38:17 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:38:17 AM","12/6/2022, 2:38:39 AM"
Staff 29,"18.044,14.231","12/6/2022, 2:38:39 AM","12/6/2022, 2:38:41 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:38:41 AM","12/6/2022, 2:40:44 AM"
Staff 29,"18.043,14.199","12/6/2022, 2:40:44 AM","12/6/2022, 2:40:53 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:40:53 AM","12/6/2022, 2:42:58 AM"
Staff 29,"18.026,14.257","12/6/2022, 2:42:58 AM","12/6/2022, 2:43:03 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:43:03 AM","12/6/2022, 2:44:42 AM"
Staff 29,"18.081,14.343","12/6/2022, 2:44:42 AM","12/6/2022, 2:44:47 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:44:47 AM","12/6/2022, 2:44:58 AM"
Staff 29,"18.026,14.178","12/6/2022, 2:44:58 AM","12/6/2022, 2:44:59 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:44:59 AM","12/6/2022, 2:45:24 AM"
Staff 29,"18.04,14.169","12/6/2022, 2:45:24 AM","12/6/2022, 2:45:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:45:28 AM","12/6/2022, 2:48:11 AM"
Staff 29,"18.103,14.099","12/6/2022, 2:48:11 AM","12/6/2022, 2:48:15 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:48:15 AM","12/6/2022, 2:49:53 AM"
Staff 29,"18.012,14.294","12/6/2022, 2:49:53 AM","12/6/2022, 2:50:03 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:50:03 AM","12/6/2022, 2:50:34 AM"
Staff 29,"18.066,14.263","12/6/2022, 2:50:34 AM","12/6/2022, 2:50:45 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:50:45 AM","12/6/2022, 2:50:48 AM"
Staff 29,"18.051,14.203","12/6/2022, 2:50:48 AM","12/6/2022, 2:50:57 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:50:57 AM","12/6/2022, 2:52:25 AM"
Staff 29,"18.025,14.244","12/6/2022, 2:52:25 AM","12/6/2022, 2:52:43 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:52:43 AM","12/6/2022, 2:52:52 AM"
Staff 29,"17.941,14.383","12/6/2022, 2:52:52 AM","12/6/2022, 2:52:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:52:55 AM","12/6/2022, 2:53:08 AM"
Staff 29,"18.028,14.401","12/6/2022, 2:53:08 AM","12/6/2022, 2:53:11 AM"
Staff 29,"18.832,14.852","12/6/2022, 2:53:11 AM","12/6/2022, 3:00:18 AM"
Staff 29,"18.087,14.251","12/6/2022, 3:00:18 AM","12/6/2022, 3:00:29 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:00:29 AM","12/6/2022, 3:01:35 AM"
Staff 29,"18.019,14.318","12/6/2022, 3:01:35 AM","12/6/2022, 3:01:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:01:40 AM","12/6/2022, 3:01:56 AM"
Staff 29,"18.063,14.318","12/6/2022, 3:01:56 AM","12/6/2022, 3:02:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:02:23 AM","12/6/2022, 3:02:43 AM"
Staff 29,"18.083,14.347","12/6/2022, 3:02:43 AM","12/6/2022, 3:02:45 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:02:45 AM","12/6/2022, 3:03:00 AM"
Staff 29,"18.102,14.239","12/6/2022, 3:03:00 AM","12/6/2022, 3:03:05 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:03:05 AM","12/6/2022, 3:03:55 AM"
Staff 29,"18.08,14.342","12/6/2022, 3:03:55 AM","12/6/2022, 3:04:18 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:04:18 AM","12/6/2022, 3:06:48 AM"
Staff 29,"18.035,14.27","12/6/2022, 3:06:48 AM","12/6/2022, 3:07:14 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:07:14 AM","12/6/2022, 3:07:33 AM"
Staff 29,"17.994,14.147","12/6/2022, 3:07:33 AM","12/6/2022, 3:08:18 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:08:18 AM","12/6/2022, 3:09:19 AM"
Staff 29,"18.038,14.219","12/6/2022, 3:09:19 AM","12/6/2022, 3:09:42 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:09:42 AM","12/6/2022, 3:10:45 AM"
Staff 29,"18.011,14.314","12/6/2022, 3:10:45 AM","12/6/2022, 3:10:46 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:10:46 AM","12/6/2022, 3:13:43 AM"
Staff 29,"18.046,14.287","12/6/2022, 3:13:43 AM","12/6/2022, 3:13:48 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:13:48 AM","12/6/2022, 3:13:56 AM"
Staff 29,"18.027,14.44","12/6/2022, 3:13:56 AM","12/6/2022, 3:13:56 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:13:56 AM","12/6/2022, 3:14:18 AM"
Staff 29,"18.032,14.331","12/6/2022, 3:14:18 AM","12/6/2022, 3:14:24 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:14:24 AM","12/6/2022, 3:14:30 AM"
Staff 29,"18.087,14.262","12/6/2022, 3:14:30 AM","12/6/2022, 3:14:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:14:55 AM","12/6/2022, 3:15:53 AM"
Staff 29,"18.047,14.292","12/6/2022, 3:15:53 AM","12/6/2022, 3:15:53 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:15:53 AM","12/6/2022, 3:17:26 AM"
Staff 29,"18.025,14.359","12/6/2022, 3:17:26 AM","12/6/2022, 3:17:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:17:28 AM","12/6/2022, 3:18:20 AM"
Staff 29,"18.012,14.259","12/6/2022, 3:18:20 AM","12/6/2022, 3:18:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:18:22 AM","12/6/2022, 3:18:25 AM"
Staff 29,"18.04,14.156","12/6/2022, 3:18:25 AM","12/6/2022, 3:18:28 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:18:28 AM","12/6/2022, 3:18:43 AM"
Staff 29,"18.056,14.213","12/6/2022, 3:18:43 AM","12/6/2022, 3:19:16 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:19:16 AM","12/6/2022, 3:19:43 AM"
Staff 29,"18.035,14.238","12/6/2022, 3:19:43 AM","12/6/2022, 3:19:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:19:44 AM","12/6/2022, 3:19:53 AM"
Staff 29,"17.99,14.29","12/6/2022, 3:19:53 AM","12/6/2022, 3:19:59 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:19:59 AM","12/6/2022, 3:22:02 AM"
Staff 29,"18.049,14.201","12/6/2022, 3:22:02 AM","12/6/2022, 3:22:07 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:22:07 AM","12/6/2022, 3:27:52 AM"
Staff 29,"18.036,14.397","12/6/2022, 3:27:52 AM","12/6/2022, 3:27:57 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:27:57 AM","12/6/2022, 3:34:11 AM"
Staff 29,"18.097,14.239","12/6/2022, 3:34:11 AM","12/6/2022, 3:34:14 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:34:14 AM","12/6/2022, 3:35:49 AM"
Staff 29,"18.06,14.288","12/6/2022, 3:35:49 AM","12/6/2022, 3:36:04 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:36:04 AM","12/6/2022, 3:36:44 AM"
Staff 29,"18.089,14.298","12/6/2022, 3:36:44 AM","12/6/2022, 3:37:56 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:37:56 AM","12/6/2022, 3:44:50 AM"
Staff 29,"18.056,14.319","12/6/2022, 3:44:50 AM","12/6/2022, 3:45:13 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:45:13 AM","12/6/2022, 3:47:03 AM"
Staff 29,"18.071,14.271","12/6/2022, 3:47:03 AM","12/6/2022, 3:47:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:47:23 AM","12/6/2022, 3:48:05 AM"
Staff 29,"18.039,14.248","12/6/2022, 3:48:05 AM","12/6/2022, 3:48:09 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:48:09 AM","12/6/2022, 3:50:00 AM"
Staff 29,"18.07,14.286","12/6/2022, 3:50:00 AM","12/6/2022, 3:50:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:50:40 AM","12/6/2022, 3:50:59 AM"
Staff 29,"18.085,14.218","12/6/2022, 3:50:59 AM","12/6/2022, 3:51:00 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:51:00 AM","12/6/2022, 3:51:22 AM"
Staff 29,"18.063,14.33","12/6/2022, 3:51:22 AM","12/6/2022, 3:51:35 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:51:35 AM","12/6/2022, 3:51:56 AM"
Staff 29,"18.046,14.36","12/6/2022, 3:51:56 AM","12/6/2022, 3:52:09 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:52:09 AM","12/6/2022, 3:53:03 AM"
Staff 29,"18.048,14.288","12/6/2022, 3:53:03 AM","12/6/2022, 3:53:49 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:53:49 AM","12/6/2022, 3:53:52 AM"
Staff 29,"18.036,14.337","12/6/2022, 3:53:52 AM","12/6/2022, 3:54:01 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:54:01 AM","12/6/2022, 3:56:20 AM"
Staff 29,"18.046,14.295","12/6/2022, 3:56:20 AM","12/6/2022, 3:57:54 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:57:54 AM","12/6/2022, 3:58:17 AM"
Staff 29,"18.074,14.311","12/6/2022, 3:58:17 AM","12/6/2022, 3:58:19 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:58:19 AM","12/6/2022, 3:58:42 AM"
Staff 29,"18.03,14.295","12/6/2022, 3:58:42 AM","12/6/2022, 3:58:43 AM"
Staff 29,"18.832,14.852","12/6/2022, 3:58:43 AM","12/6/2022, 4:02:14 AM"
Staff 29,"18.034,14.338","12/6/2022, 4:02:14 AM","12/6/2022, 4:02:38 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:02:38 AM","12/6/2022, 4:03:11 AM"
Staff 29,"18.087,14.258","12/6/2022, 4:03:11 AM","12/6/2022, 4:03:38 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:03:38 AM","12/6/2022, 4:03:54 AM"
Staff 29,"18.073,14.274","12/6/2022, 4:03:54 AM","12/6/2022, 4:03:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:03:55 AM","12/6/2022, 4:05:09 AM"
Staff 29,"18.066,14.164","12/6/2022, 4:05:09 AM","12/6/2022, 4:05:15 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:05:15 AM","12/6/2022, 4:07:34 AM"
Staff 29,"18.076,14.249","12/6/2022, 4:07:34 AM","12/6/2022, 4:07:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:07:44 AM","12/6/2022, 4:08:18 AM"
Staff 29,"18.057,14.238","12/6/2022, 4:08:18 AM","12/6/2022, 4:08:25 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:08:25 AM","12/6/2022, 4:10:21 AM"
Staff 29,"18.03,14.145","12/6/2022, 4:10:21 AM","12/6/2022, 4:10:32 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:10:32 AM","12/6/2022, 4:10:48 AM"
Staff 29,"18.067,14.294","12/6/2022, 4:10:48 AM","12/6/2022, 4:10:52 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:10:52 AM","12/6/2022, 4:10:55 AM"
Staff 29,"18.13,14.23","12/6/2022, 4:10:55 AM","12/6/2022, 4:11:12 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:11:12 AM","12/6/2022, 4:11:39 AM"
Staff 29,"18.012,14.33","12/6/2022, 4:11:39 AM","12/6/2022, 4:11:47 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:11:47 AM","12/6/2022, 4:12:18 AM"
Staff 29,"18.105,14.269","12/6/2022, 4:12:18 AM","12/6/2022, 4:12:21 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:12:21 AM","12/6/2022, 4:13:59 AM"
Staff 29,"17.986,14.255","12/6/2022, 4:13:59 AM","12/6/2022, 4:14:06 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:14:06 AM","12/6/2022, 4:16:42 AM"
Staff 29,"18.028,14.433","12/6/2022, 4:16:42 AM","12/6/2022, 4:16:52 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:16:52 AM","12/6/2022, 4:18:25 AM"
Staff 29,"18.035,14.321","12/6/2022, 4:18:25 AM","12/6/2022, 4:19:03 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:19:03 AM","12/6/2022, 4:19:06 AM"
Staff 29,"17.924,14.442","12/6/2022, 4:19:06 AM","12/6/2022, 4:19:11 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:19:11 AM","12/6/2022, 4:20:49 AM"
Staff 29,"18.033,14.378","12/6/2022, 4:20:49 AM","12/6/2022, 4:20:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:20:55 AM","12/6/2022, 4:22:51 AM"
Staff 29,"18.082,14.423","12/6/2022, 4:22:51 AM","12/6/2022, 4:22:52 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:22:52 AM","12/6/2022, 4:23:53 AM"
Staff 29,"18.038,14.336","12/6/2022, 4:23:53 AM","12/6/2022, 4:24:29 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:24:29 AM","12/6/2022, 4:25:45 AM"
Staff 29,"18.031,14.327","12/6/2022, 4:25:45 AM","12/6/2022, 4:25:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:25:55 AM","12/6/2022, 4:26:17 AM"
Staff 29,"18.025,14.251","12/6/2022, 4:26:17 AM","12/6/2022, 4:26:30 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:26:30 AM","12/6/2022, 4:26:32 AM"
Staff 29,"18,14.152","12/6/2022, 4:26:32 AM","12/6/2022, 4:26:37 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:26:37 AM","12/6/2022, 4:26:41 AM"
Staff 29,"18.028,14.326","12/6/2022, 4:26:41 AM","12/6/2022, 4:26:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:26:55 AM","12/6/2022, 4:27:28 AM"
Staff 29,"18.068,14.158","12/6/2022, 4:27:28 AM","12/6/2022, 4:27:33 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:27:33 AM","12/6/2022, 4:28:34 AM"
Staff 29,"18.058,14.286","12/6/2022, 4:28:34 AM","12/6/2022, 4:28:49 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:28:49 AM","12/6/2022, 4:30:55 AM"
Staff 29,"18.055,14.245","12/6/2022, 4:30:55 AM","12/6/2022, 4:31:11 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:31:11 AM","12/6/2022, 4:32:14 AM"
Staff 29,"18.037,14.239","12/6/2022, 4:32:14 AM","12/6/2022, 4:32:22 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:32:22 AM","12/6/2022, 4:33:08 AM"
Staff 29,"18.074,14.305","12/6/2022, 4:33:08 AM","12/6/2022, 4:33:16 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:33:16 AM","12/6/2022, 4:34:11 AM"
Staff 29,"18.079,14.163","12/6/2022, 4:34:11 AM","12/6/2022, 4:34:12 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:34:12 AM","12/6/2022, 4:36:06 AM"
Staff 29,"18.019,14.163","12/6/2022, 4:36:06 AM","12/6/2022, 4:36:15 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:36:15 AM","12/6/2022, 4:38:54 AM"
Staff 29,"18.052,14.26","12/6/2022, 4:38:54 AM","12/6/2022, 4:39:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:39:55 AM","12/6/2022, 4:42:42 AM"
Staff 29,"18.062,14.348","12/6/2022, 4:42:42 AM","12/6/2022, 4:43:17 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:43:17 AM","12/6/2022, 4:43:21 AM"
Staff 29,"18.058,14.234","12/6/2022, 4:43:21 AM","12/6/2022, 4:43:27 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:43:27 AM","12/6/2022, 4:47:21 AM"
Staff 29,"18.03,14.245","12/6/2022, 4:47:21 AM","12/6/2022, 4:47:25 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:47:25 AM","12/6/2022, 4:47:28 AM"
Staff 29,"18.042,14.19","12/6/2022, 4:47:28 AM","12/6/2022, 4:47:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:47:40 AM","12/6/2022, 4:47:44 AM"
Staff 29,"18.029,14.387","12/6/2022, 4:47:44 AM","12/6/2022, 4:47:46 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:47:46 AM","12/6/2022, 4:48:04 AM"
Staff 29,"18.088,14.227","12/6/2022, 4:48:04 AM","12/6/2022, 4:48:18 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:48:18 AM","12/6/2022, 4:49:10 AM"
Staff 29,"18.037,14.331","12/6/2022, 4:49:10 AM","12/6/2022, 4:49:27 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:49:27 AM","12/6/2022, 4:51:31 AM"
Staff 29,"18.088,14.274","12/6/2022, 4:51:31 AM","12/6/2022, 4:52:14 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:52:14 AM","12/6/2022, 4:53:45 AM"
Staff 29,"18.068,14.287","12/6/2022, 4:53:45 AM","12/6/2022, 4:53:55 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:53:55 AM","12/6/2022, 4:54:02 AM"
Staff 29,"18.049,14.2","12/6/2022, 4:54:02 AM","12/6/2022, 4:54:23 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:54:23 AM","12/6/2022, 4:54:36 AM"
Staff 29,"18.046,14.313","12/6/2022, 4:54:36 AM","12/6/2022, 4:55:31 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:55:31 AM","12/6/2022, 4:57:43 AM"
Staff 29,"18.054,14.421","12/6/2022, 4:57:43 AM","12/6/2022, 4:58:06 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:58:06 AM","12/6/2022, 4:58:33 AM"
Staff 29,"18.064,14.311","12/6/2022, 4:58:33 AM","12/6/2022, 4:59:01 AM"
Staff 29,"18.832,14.852","12/6/2022, 4:59:01 AM","12/6/2022, 4:59:53 AM"
Staff 29,"17.856,14.229","12/6/2022, 4:59:53 AM","12/6/2022, 5:00:14 AM"
Staff 29,"19.127,14.441","12/6/2022, 5:00:14 AM","12/6/2022, 5:00:15 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:00:15 AM","12/6/2022, 5:07:07 AM"
Staff 29,"17.988,14.203","12/6/2022, 5:07:07 AM","12/6/2022, 5:07:07 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:07:07 AM","12/6/2022, 5:08:11 AM"
Staff 29,"18.014,14.158","12/6/2022, 5:08:11 AM","12/6/2022, 5:08:18 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:08:18 AM","12/6/2022, 5:08:34 AM"
Staff 29,"18.026,14.23","12/6/2022, 5:08:34 AM","12/6/2022, 5:08:40 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:08:40 AM","12/6/2022, 5:10:23 AM"
Staff 29,"18.099,14.19","12/6/2022, 5:10:23 AM","12/6/2022, 5:10:44 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:10:44 AM","12/6/2022, 5:12:31 AM"
Staff 29,"18.073,14.289","12/6/2022, 5:12:31 AM","12/6/2022, 5:12:32 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:12:32 AM","12/6/2022, 5:12:58 AM"
Staff 29,"18.037,14.275","12/6/2022, 5:12:58 AM","12/6/2022, 5:13:10 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:13:10 AM","12/6/2022, 5:15:27 AM"
Staff 29,"17.978,14.235","12/6/2022, 5:15:27 AM","12/6/2022, 5:15:48 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:15:48 AM","12/6/2022, 5:20:03 AM"
Staff 29,"18.063,14.227","12/6/2022, 5:20:03 AM","12/6/2022, 5:20:09 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:20:09 AM","12/6/2022, 5:22:43 AM"
Staff 29,"18.055,14.228","12/6/2022, 5:22:43 AM","12/6/2022, 5:22:53 AM"
Staff 29,"18.832,14.852","12/6/2022, 5:22:53 AM","12/6/2022, 5:23:55 AM"
